origin,destination,airline,travel_date,quote_date,fare_class,base_fare,airline_surcharge,statutory_taxes,airport_charges,taxes_fees,total_fare
DEL,MAA,BW2,2026-09-19,2026-09-04,ECONOMY_FLEX,4813.78,700.19,1925.51,1312.84,3938.54,8752.32
DEL,MAA,BW2,2026-09-19,2026-09-04,PREMIUM_ECONOMY,7295.27,1061.13,2918.11,1989.61,5968.85,13264.12
DEL,MAA,BW2,2026-09-19,2026-09-04,BUSINESS,14165.79,2060.48,5666.32,3863.39,11590.19,25755.98
DEL,MAA,BW2,2026-10-30,2026-09-04,ECONOMY_SAVER,3054.44,444.28,1221.77,833.03,2499.08,5553.52
DEL,MAA,BW2,2026-10-30,2026-09-04,ECONOMY_FLEX,4156.62,604.6,1662.65,1133.62,3400.87,7557.49
DEL,MAA,BW2,2026-10-30,2026-09-04,PREMIUM_ECONOMY,6131.72,891.89,2452.69,1672.28,5016.86,11148.58
DEL,MAA,NS3,2026-09-06,2026-09-04,ECONOMY_SAVER,6581.58,957.32,2632.63,1794.98,5384.93,11966.51
DEL,MAA,NS3,2026-09-06,2026-09-04,ECONOMY_FLEX,8390.42,1220.42,3356.17,2288.3,6864.89,15255.31
DEL,MAA,NS3,2026-09-06,2026-09-04,PREMIUM_ECONOMY,12913.16,1878.28,5165.27,3521.77,10565.32,23478.48
DEL,MAA,NS3,2026-09-10,2026-09-04,ECONOMY_SAVER,5195.57,755.72,2078.23,1416.97,4250.92,9446.49
DEL,MAA,NS3,2026-09-10,2026-09-04,ECONOMY_FLEX,6866.12,998.71,2746.45,1872.58,5617.74,12483.86
DEL,MAA,NS3,2026-09-10,2026-09-04,BUSINESS,20054.07,2916.96,8021.63,5469.29,16407.88,36461.95
DEL,MAA,NS3,2026-09-16,2026-09-04,ECONOMY_SAVER,4643.36,675.4,1857.35,1266.37,3799.12,8442.48
DEL,MAA,NS3,2026-09-16,2026-09-04,ECONOMY_FLEX,6061.47,881.67,2424.59,1653.12,4959.38,11020.85
DEL,MAA,NS3,2026-09-16,2026-09-04,BUSINESS,16879.48,2455.2,6751.79,4603.5,13810.49,30689.97
DEL,MAA,NS3,2026-10-01,2026-09-04,ECONOMY_SAVER,3950.91,574.68,1580.36,1077.52,3232.56,7183.47
DEL,MAA,NS3,2026-10-01,2026-09-04,ECONOMY_FLEX,4792.63,697.11,1917.05,1307.09,3921.25,8713.88
DEL,MAA,NS3,2026-10-18,2026-09-04,ECONOMY_SAVER,3962.43,576.35,1584.97,1080.67,3241.99,7204.42
DEL,MAA,NS3,2026-10-18,2026-09-04,ECONOMY_FLEX,5256.16,764.53,2102.46,1433.5,4300.49,9556.65
DEL,MAA,NS3,2026-10-18,2026-09-04,PREMIUM_ECONOMY,9036.59,1314.41,3614.64,2464.53,7393.58,16430.17
DEL,MAA,CE9,2026-09-06,2026-09-04,ECONOMY_SAVER,5123.8,745.28,2049.52,1397.4,4192.2,9316.0
DEL,MAA,CE9,2026-09-06,2026-09-04,ECONOMY_FLEX,6866.41,998.75,2746.57,1872.66,5617.98,12484.39
DEL,MAA,CE9,2026-09-06,2026-09-04,PREMIUM_ECONOMY,10743.13,1562.64,4297.25,2929.95,8789.84,19532.97
DEL,MAA,CE9,2026-09-08,2026-09-04,ECONOMY_SAVER,4470.47,650.25,1788.19,1219.21,3657.65,8128.12
DEL,MAA,CE9,2026-09-08,2026-09-04,ECONOMY_FLEX,5975.27,869.13,2390.11,1629.62,4888.86,10864.13
DEL,MAA,CE9,2026-09-08,2026-09-04,BUSINESS,16409.66,2386.86,6563.86,4475.36,13426.08,29835.74
DEL,MAA,CE9,2026-09-12,2026-09-04,ECONOMY_SAVER,3777.7,549.48,1511.08,1030.28,3090.84,6868.54
DEL,MAA,CE9,2026-09-12,2026-09-04,ECONOMY_FLEX,4891.38,711.47,1956.55,1334.02,4002.04,8893.42
DEL,MAA,CE9,2026-09-12,2026-09-04,PREMIUM_ECONOMY,7690.73,1118.65,3076.29,2097.47,6292.41,13983.14
DEL,MAA,CE9,2026-09-12,2026-09-04,BUSINESS,14276.89,2076.64,5710.76,3893.69,11681.09,25957.98
DEL,MAA,CE9,2026-09-25,2026-09-04,ECONOMY_SAVER,3146.95,457.74,1258.78,858.25,2574.77,5721.72
DEL,MAA,CE9,2026-09-25,2026-09-04,ECONOMY_FLEX,4274.37,621.73,1709.75,1165.74,3497.22,7771.59
DEL,MAA,CE9,2026-09-25,2026-09-04,PREMIUM_ECONOMY,7186.42,1045.3,2874.57,1959.92,5879.79,13066.21
DEL,MAA,CE9,2026-10-16,2026-09-04,ECONOMY_SAVER,2948.07,428.81,1179.23,804.02,2412.06,5360.13
DEL,MAA,CE9,2026-10-16,2026-09-04,ECONOMY_FLEX,3981.79,579.17,1592.71,1085.94,3257.82,7239.61
DEL,MAA,CE9,2026-10-16,2026-09-04,PREMIUM_ECONOMY,6393.45,929.96,2557.38,1743.66,5231.0,11624.45
MAA,DEL,SA1,2026-09-06,2026-09-04,ECONOMY_SAVER,5583.58,812.16,2233.43,1522.8,4568.39,10151.97
MAA,DEL,SA1,2026-09-06,2026-09-04,ECONOMY_FLEX,7163.12,1041.91,2865.25,1953.58,5860.74,13023.86
MAA,DEL,SA1,2026-09-06,2026-09-04,PREMIUM_ECONOMY,11260.98,1637.96,4504.39,3071.17,9213.52,20474.5
MAA,DEL,SA1,2026-09-06,2026-09-04,BUSINESS,20054.32,2916.99,8021.73,5469.36,16408.08,36462.4
MAA,DEL,SA1,2026-09-11,2026-09-04,ECONOMY_SAVER,4849.88,705.44,1939.95,1322.69,3968.08,8817.96
MAA,DEL,SA1,2026-09-11,2026-09-04,ECONOMY_FLEX,6583.11,957.54,2633.24,1795.4,5386.18,11969.29
MAA,DEL,SA1,2026-09-11,2026-09-04,BUSINESS,19028.79,2767.82,7611.52,5189.67,15569.01,34597.8
MAA,DEL,SA1,2026-09-14,2026-09-04,ECONOMY_SAVER,4349.67,632.68,1739.87,1186.27,3558.82,7908.49
MAA,DEL,SA1,2026-09-14,2026-09-04,ECONOMY_FLEX,5621.63,817.69,2248.65,1533.18,4599.52,10221.15
MAA,DEL,SA1,2026-09-14,2026-09-04,BUSINESS,15552.44,2262.17,6220.98,4241.57,12724.72,28277.16
MAA,DEL,SA1,2026-09-26,2026-09-04,ECONOMY_SAVER,3528.14,513.18,1411.26,962.22,2886.66,6414.8
MAA,DEL,SA1,2026-09-26,2026-09-04,ECONOMY_FLEX,4507.39,655.62,1802.95,1229.29,3687.86,8195.25
MAA,DEL,SA1,2026-09-26,2026-09-04,PREMIUM_ECONOMY,6923.48,1007.05,2769.39,1888.22,5664.66,12588.14
MAA,DEL,SA1,2026-09-26,2026-09-04,BUSINESS,13354.67,1942.5,5341.87,3642.17,10926.54,24281.21
MAA,DEL,SA1,2026-10-21,2026-09-04,ECONOMY_SAVER,3441.74,500.62,1376.7,938.65,2815.97,6257.71
MAA,DEL,SA1,2026-10-21,2026-09-04,ECONOMY_FLEX,4973.75,723.46,1989.5,1356.48,4069.44,9043.19
MAA,DEL,SA1,2026-10-21,2026-09-04,PREMIUM_ECONOMY,7503.88,1091.47,3001.55,2046.51,6139.53,13643.41
MAA,DEL,SA1,2026-10-21,2026-09-04,BUSINESS,13353.91,1942.39,5341.56,3641.98,10925.93,24279.84
MAA,DEL,NS3,2026-09-05,2026-09-04,ECONOMY_SAVER,5976.11,869.25,2390.44,1629.85,4889.54,10865.65
MAA,DEL,NS3,2026-09-05,2026-09-04,ECONOMY_FLEX,7639.8,1111.24,3055.92,2083.58,6250.74,13890.54
MAA,DEL,NS3,2026-09-05,2026-09-04,BUSINESS,23218.26,3377.2,9287.3,6332.25,18996.75,42215.01
MAA,DEL,NS3,2026-09-10,2026-09-04,ECONOMY_SAVER,5156.68,750.06,2062.67,1406.38,4219.11,9375.79
MAA,DEL,NS3,2026-09-10,2026-09-04,ECONOMY_FLEX,6949.68,1010.86,2779.87,1895.37,5686.1,12635.78
MAA,DEL,NS3,2026-09-10,2026-09-04,BUSINESS,20312.47,2954.54,8124.99,5539.77,16619.3,36931.77
MAA,DEL,NS3,2026-09-14,2026-09-04,ECONOMY_SAVER,4527.01,658.47,1810.8,1234.64,3703.91,8230.92
MAA,DEL,NS3,2026-09-14,2026-09-04,ECONOMY_FLEX,6005.27,873.49,2402.11,1637.81,4913.41,10918.68
MAA,DEL,NS3,2026-09-14,2026-09-04,PREMIUM_ECONOMY,9784.27,1423.17,3913.71,2668.43,8005.31,17789.58
MAA,DEL,NS3,2026-09-14,2026-09-04,BUSINESS,18785.86,2732.49,7514.34,5123.42,15370.25,34156.11
MAA,DEL,NS3,2026-10-03,2026-09-04,ECONOMY_SAVER,3494.2,508.25,1397.68,952.96,2858.89,6353.09
MAA,DEL,NS3,2026-10-03,2026-09-04,ECONOMY_FLEX,4756.17,691.81,1902.47,1297.14,3891.42,8647.59
MAA,DEL,NS3,2026-10-03,2026-09-04,PREMIUM_ECONOMY,7927.82,1153.14,3171.13,2162.12,6486.39,14414.21
MAA,DEL,NS3,2026-10-03,2026-09-04,BUSINESS,14060.43,2045.15,5624.17,3834.66,11503.98,25564.41
MAA,DEL,NS3,2026-10-22,2026-09-04,ECONOMY_SAVER,4038.4,587.4,1615.36,1101.38,3304.14,7342.54
MAA,DEL,NS3,2026-10-22,2026-09-04,ECONOMY_FLEX,5244.18,762.79,2097.67,1430.23,4290.69,9534.87
MAA,DEL,NS3,2026-10-22,2026-09-04,PREMIUM_ECONOMY,7965.29,1158.59,3186.12,2172.35,6517.06,14482.35
MAA,DEL,NS3,2026-10-22,2026-09-04,BUSINESS,15284.81,2223.25,6113.93,4168.58,12505.76,27790.57
MAA,DEL,CE9,2026-09-06,2026-09-04,ECONOMY_SAVER,4667.04,678.84,1866.82,1272.83,3818.49,8485.53
MAA,DEL,CE9,2026-09-06,2026-09-04,ECONOMY_FLEX,6512.39,947.26,2604.95,1776.1,5328.31,11840.7
MAA,DEL,CE9,2026-09-06,2026-09-04,PREMIUM_ECONOMY,10652.02,1549.38,4260.81,2905.09,8715.28,19367.3
MAA,DEL,CE9,2026-09-06,2026-09-04,BUSINESS,17632.11,2564.67,7052.84,4808.76,14426.27,32058.38
MAA,DEL,CE9,2026-09-08,2026-09-04,ECONOMY_SAVER,4337.43,630.9,1734.97,1182.93,3548.8,7886.23
MAA,DEL,CE9,2026-09-08,2026-09-04,ECONOMY_FLEX,5578.08,811.36,2231.23,1521.29,4563.88,10141.96
MAA,DEL,CE9,2026-09-08,2026-09-04,PREMIUM_ECONOMY,8423.55,1225.24,3369.42,2297.34,6892.0,15315.55
MAA,DEL,CE9,2026-09-18,2026-09-04,ECONOMY_SAVER,3725.25,541.85,1490.1,1015.98,3047.93,6773.18
MAA,DEL,CE9,2026-09-18,2026-09-04,ECONOMY_FLEX,5064.95,736.72,2025.98,1381.35,4144.05,9209.0
MAA,DEL,CE9,2026-09-18,2026-09-04,BUSINESS,13276.26,1931.09,5310.5,3620.8,10862.39,24138.65
MAA,DEL,CE9,2026-09-20,2026-09-04,ECONOMY_SAVER,3503.01,509.53,1401.2,955.36,2866.09,6369.1
MAA,DEL,CE9,2026-09-20,2026-09-04,ECONOMY_FLEX,4569.49,664.65,1827.8,1246.22,3738.67,8308.16
MAA,DEL,CE9,2026-09-20,2026-09-04,PREMIUM_ECONOMY,6934.7,1008.68,2773.88,1891.28,5673.84,12608.54
MAA,DEL,CE9,2026-09-20,2026-09-04,BUSINESS,13220.56,1922.99,5288.23,3605.61,10816.83,24037.39
MAA,DEL,CE9,2026-10-28,2026-09-04,ECONOMY_SAVER,2460.74,357.93,984.3,671.1,2013.33,4474.07
MAA,DEL,CE9,2026-10-28,2026-09-04,ECONOMY_FLEX,3243.94,471.85,1297.58,884.7,2654.13,5898.07
MAA,DEL,CE9,2026-10-28,2026-09-04,PREMIUM_ECONOMY,5452.91,793.15,2181.16,1487.16,4461.47,9914.38
DEL,BOM,SA1,2026-09-07,2026-09-05,ECONOMY_SAVER,4308.68,626.72,1723.47,1175.09,3525.28,7833.96
DEL,BOM,SA1,2026-09-07,2026-09-05,ECONOMY_FLEX,5561.73,808.98,2224.69,1516.83,4550.5,10112.23
DEL,BOM,SA1,2026-09-10,2026-09-05,ECONOMY_SAVER,3783.43,550.32,1513.37,1031.85,3095.54,6878.97
DEL,BOM,SA1,2026-09-10,2026-09-05,ECONOMY_FLEX,4905.59,713.54,1962.24,1337.89,4013.67,8919.26
DEL,BOM,SA1,2026-09-10,2026-09-05,PREMIUM_ECONOMY,7741.64,1126.06,3096.65,2111.35,6334.06,14075.7
DEL,BOM,SA1,2026-09-13,2026-09-05,ECONOMY_SAVER,3587.94,521.88,1435.17,978.53,2935.58,6523.52
DEL,BOM,SA1,2026-09-13,2026-09-05,ECONOMY_FLEX,5255.68,764.46,2102.27,1433.38,4300.11,9555.79
DEL,BOM,SA1,2026-09-13,2026-09-05,BUSINESS,13538.75,1969.27,5415.5,3692.39,11077.16,24615.91
DEL,BOM,SA1,2026-09-25,2026-09-05,ECONOMY_SAVER,3145.2,457.48,1258.08,857.79,2573.35,5718.55
DEL,BOM,SA1,2026-09-25,2026-09-05,ECONOMY_FLEX,3993.13,580.82,1597.25,1089.04,3267.11,7260.24
DEL,BOM,SA1,2026-09-25,2026-09-05,PREMIUM_ECONOMY,6021.06,875.79,2408.43,1642.11,4926.33,10947.39
DEL,BOM,SA1,2026-10-29,2026-09-05,ECONOMY_SAVER,2247.53,326.91,899.01,612.96,1838.88,4086.41
DEL,BOM,SA1,2026-10-29,2026-09-05,ECONOMY_FLEX,3218.64,468.17,1287.46,877.81,2633.44,5852.08
DEL,BOM,SA1,2026-10-29,2026-09-05,PREMIUM_ECONOMY,5181.68,753.7,2072.67,1413.19,4239.56,9421.24
DEL,BOM,BW2,2026-09-08,2026-09-05,ECONOMY_SAVER,3672.72,534.21,1469.09,1001.66,3004.96,6677.68
DEL,BOM,BW2,2026-09-08,2026-09-05,ECONOMY_FLEX,5224.61,759.94,2089.84,1424.9,4274.68,9499.29
DEL,BOM,BW2,2026-09-08,2026-09-05,PREMIUM_ECONOMY,7599.38,1105.36,3039.75,2072.57,6217.68,13817.06
DEL,BOM,BW2,2026-09-08,2026-09-05,BUSINESS,13345.68,1941.19,5338.27,3639.74,10919.2,24264.88
DEL,BOM,BW2,2026-09-12,2026-09-05,ECONOMY_SAVER,3129.38,455.18,1251.75,853.47,2560.4,5689.78
DEL,BOM,BW2,2026-09-12,2026-09-05,ECONOMY_FLEX,4524.93,658.17,1809.97,1234.08,3702.22,8227.15
DEL,BOM,BW2,2026-09-12,2026-09-05,PREMIUM_ECONOMY,6950.39,1010.97,2780.16,1895.55,5686.68,12637.07
DEL,BOM,BW2,2026-09-12,2026-09-05,BUSINESS,12147.32,1766.88,4858.93,3312.91,9938.72,22086.04
DEL,BOM,BW2,2026-09-16,2026-09-05,ECONOMY_SAVER,2898.6,421.61,1159.44,790.53,2371.58,5270.18
DEL,BOM,BW2,2026-09-16,2026-09-05,ECONOMY_FLEX,4027.15,585.77,1610.86,1098.31,3294.94,7322.09
DEL,BOM,BW2,2026-09-16,2026-09-05,PREMIUM_ECONOMY,5960.59,866.99,2384.23,1625.62,4876.84,10837.43
DEL,BOM,BW2,2026-09-25,2026-09-05,ECONOMY_SAVER,2888.16,420.1,1155.26,787.68,2363.04,5251.2
DEL,BOM,BW2,2026-09-25,2026-09-05,ECONOMY_FLEX,3624.45,527.19,1449.78,988.48,2965.45,6589.9
DEL,BOM,BW2,2026-09-25,2026-09-05,BUSINESS,10203.07,1484.08,4081.23,2782.66,8347.97,18551.04
DEL,BOM,BW2,2026-10-30,2026-09-05,ECONOMY_SAVER,2303.97,335.12,921.59,628.36,1885.07,4189.04
DEL,BOM,BW2,2026-10-30,2026-09-05,ECONOMY_FLEX,3145.86,457.58,1258.34,857.96,2573.88,5719.74
DEL,BOM,NS3,2026-09-07,2026-09-05,ECONOMY_SAVER,4472.4,650.53,1788.96,1219.75,3659.24,8131.64
DEL,BOM,NS3,2026-09-07,2026-09-05,ECONOMY_FLEX,6266.91,911.55,2506.76,1709.16,5127.47,11394.38
DEL,BOM,NS3,2026-09-07,2026-09-05,PREMIUM_ECONOMY,9508.43,1383.04,3803.37,2593.22,7779.63,17288.06
DEL,BOM,NS3,2026-09-11,2026-09-05,ECONOMY_SAVER,4619.66,671.95,1847.86,1259.91,3779.72,8399.38
DEL,BOM,NS3,2026-09-11,2026-09-05,ECONOMY_FLEX,5759.42,837.73,2303.77,1570.75,4712.25,10471.67
DEL,BOM,NS3,2026-09-11,2026-09-05,BUSINESS,16828.21,2447.74,6731.28,4589.51,13768.53,30596.74
DEL,BOM,NS3,2026-09-15,2026-09-05,ECONOMY_SAVER,3861.9,561.73,1544.76,1053.24,3159.73,7021.63
DEL,BOM,NS3,2026-09-15,2026-09-05,ECONOMY_FLEX,5201.44,756.57,2080.58,1418.57,4255.72,9457.16
DEL,BOM,NS3,2026-10-02,2026-09-05,ECONOMY_SAVER,3342.49,486.18,1337.0,911.58,2734.76,6077.25
DEL,BOM,NS3,2026-10-02,2026-09-05,ECONOMY_FLEX,4386.67,638.06,1754.67,1196.37,3589.1,7975.77
DEL,BOM,NS3,2026-10-02,2026-09-05,BUSINESS,11323.79,1647.1,4529.52,3088.3,9264.92,20588.71
DEL,BOM,NS3,2026-10-22,2026-09-05,ECONOMY_SAVER,3062.93,445.52,1225.17,835.34,2506.03,5568.96
DEL,BOM,NS3,2026-10-22,2026-09-05,ECONOMY_FLEX,4430.97,644.5,1772.39,1208.45,3625.34,8056.31
DEL,BOM,CE9,2026-09-07,2026-09-05,ECONOMY_SAVER,3558.99,517.67,1423.6,970.64,2911.91,6470.9
DEL,BOM,CE9,2026-09-07,2026-09-05,ECONOMY_FLEX,4844.89,704.71,1937.96,1321.33,3964.0,8808.89
DEL,BOM,CE9,2026-09-07,2026-09-05,BUSINESS,13269.39,1930.09,5307.76,3618.93,10856.78,24126.17
DEL,BOM,CE9,2026-09-11,2026-09-05,ECONOMY_SAVER,3340.55,485.9,1336.22,911.05,2733.17,6073.72
DEL,BOM,CE9,2026-09-11,2026-09-05,ECONOMY_FLEX,4667.83,678.96,1867.13,1273.05,3819.14,8486.97
DEL,BOM,CE9,2026-09-11,2026-09-05,BUSINESS,12772.65,1857.84,5109.06,3483.45,10450.35,23223.0
DEL,BOM,CE9,2026-09-16,2026-09-05,ECONOMY_SAVER,2795.39,406.6,1118.16,762.38,2287.14,5082.53
DEL,BOM,CE9,2026-09-16,2026-09-05,ECONOMY_FLEX,3813.13,554.64,1525.25,1039.94,3119.83,6932.96
DEL,BOM,CE9,2026-09-16,2026-09-05,PREMIUM_ECONOMY,5588.73,812.91,2235.49,1524.19,4572.59,10161.32
DEL,BOM,CE9,2026-09-16,2026-09-05,BUSINESS,10299.47,1498.1,4119.79,2808.95,8426.84,18726.31
DEL,BOM,CE9,2026-09-29,2026-09-05,ECONOMY_SAVER,2225.7,323.74,890.28,607.0,1821.02,4046.72
DEL,BOM,CE9,2026-09-29,2026-09-05,ECONOMY_FLEX,3024.69,439.96,1209.88,824.91,2474.75,5499.44
DEL,BOM,CE9,2026-10-19,2026-09-05,ECONOMY_SAVER,2569.22,373.7,1027.69,700.69,2102.08,4671.3
DEL,BOM,CE9,2026-10-19,2026-09-05,ECONOMY_FLEX,3121.7,454.07,1248.68,851.37,2554.12,5675.82
DEL,BOM,CE9,2026-10-19,2026-09-05,PREMIUM_ECONOMY,5325.79,774.66,2130.32,1452.49,4357.47,9683.26
BOM,DEL,SA1,2026-09-06,2026-09-05,ECONOMY_SAVER,4431.83,644.63,1772.73,1208.69,3626.05,8057.88
BOM,DEL,SA1,2026-09-06,2026-09-05,ECONOMY_FLEX,6506.76,946.44,2602.7,1774.57,5323.71,11830.47
BOM,DEL,SA1,2026-09-06,2026-09-05,BUSINESS,17495.75,2544.84,6998.3,4771.57,14314.71,31810.46
BOM,DEL,SA1,2026-09-12,2026-09-05,ECONOMY_SAVER,3449.89,501.8,1379.96,940.88,2822.64,6272.53
BOM,DEL,SA1,2026-09-12,2026-09-05,ECONOMY_FLEX,4995.46,726.61,1998.18,1362.4,4087.19,9082.65
BOM,DEL,SA1,2026-09-12,2026-09-05,PREMIUM_ECONOMY,7713.85,1122.02,3085.54,2103.78,6311.34,14025.19
BOM,DEL,SA1,2026-09-12,2026-09-05,BUSINESS,13798.75,2007.09,5519.5,3763.29,11289.88,25088.63
BOM,DEL,SA1,2026-09-17,2026-09-05,ECONOMY_SAVER,3184.64,463.22,1273.86,868.53,2605.61,5790.25
BOM,DEL,SA1,2026-09-17,2026-09-05,ECONOMY_FLEX,4350.15,632.75,1740.06,1186.4,3559.21,7909.36
BOM,DEL,SA1,2026-09-17,2026-09-05,PREMIUM_ECONOMY,7042.99,1024.44,2817.2,1920.81,5762.45,12805.44
BOM,DEL,SA1,2026-10-05,2026-09-05,ECONOMY_SAVER,2593.71,377.27,1037.48,707.38,2122.13,4715.84
BOM,DEL,SA1,2026-10-05,2026-09-05,ECONOMY_FLEX,3642.78,529.86,1457.11,993.48,2980.45,6623.23
BOM,DEL,SA1,2026-10-05,2026-09-05,PREMIUM_ECONOMY,5743.55,835.43,2297.42,1566.42,4699.27,10442.82
BOM,DEL,SA1,2026-10-30,2026-09-05,ECONOMY_SAVER,2725.83,396.48,1090.33,743.42,2230.23,4956.06
BOM,DEL,SA1,2026-10-30,2026-09-05,ECONOMY_FLEX,3309.2,481.34,1323.68,902.51,2707.53,6016.73
BOM,DEL,SA1,2026-10-30,2026-09-05,PREMIUM_ECONOMY,5456.35,793.65,2182.54,1488.1,4464.29,9920.64
BOM,DEL,SA1,2026-10-30,2026-09-05,BUSINESS,9819.92,1428.35,3927.97,2678.16,8034.48,17854.4
BOM,DEL,BW2,2026-09-06,2026-09-05,ECONOMY_SAVER,4213.73,612.91,1685.49,1149.19,3447.59,7661.32
BOM,DEL,BW2,2026-09-06,2026-09-05,ECONOMY_FLEX,5718.48,831.78,2287.39,1559.58,4678.75,10397.23
BOM,DEL,BW2,2026-09-11,2026-09-05,ECONOMY_SAVER,3850.06,560.01,1540.02,1050.01,3150.04,7000.1
BOM,DEL,BW2,2026-09-11,2026-09-05,ECONOMY_FLEX,4831.12,702.71,1932.45,1317.57,3952.73,8783.85
BOM,DEL,BW2,2026-09-14,2026-09-05,ECONOMY_SAVER,3199.26,465.35,1279.7,872.52,2617.57,5816.83
BOM,DEL,BW2,2026-09-14,2026-09-05,ECONOMY_FLEX,4208.18,612.1,1683.27,1147.68,3443.05,7651.23
BOM,DEL,BW2,2026-09-14,2026-09-05,BUSINESS,11589.55,1685.75,4635.82,3160.79,9482.36,21071.91
BOM,DEL,BW2,2026-10-04,2026-09-05,ECONOMY_SAVER,2768.42,402.68,1107.37,755.02,2265.07,5033.49
BOM,DEL,BW2,2026-10-04,2026-09-05,ECONOMY_FLEX,3508.53,510.33,1403.41,956.87,2870.61,6379.14
BOM,DEL,BW2,2026-10-04,2026-09-05,PREMIUM_ECONOMY,5354.1,778.78,2141.64,1460.2,4380.62,9734.72
BOM,DEL,BW2,2026-10-22,2026-09-05,ECONOMY_SAVER,2644.3,384.63,1057.72,721.17,2163.52,4807.82
BOM,DEL,BW2,2026-10-22,2026-09-05,ECONOMY_FLEX,3380.83,491.76,1352.33,922.04,2766.13,6146.96
BOM,DEL,BW2,2026-10-22,2026-09-05,PREMIUM_ECONOMY,5597.99,814.25,2239.2,1526.72,4580.17,10178.16
BOM,DEL,BW2,2026-10-22,2026-09-05,BUSINESS,9581.47,1393.67,3832.59,2613.13,7839.39,17420.86
BOM,DEL,NS3,2026-09-08,2026-09-05,ECONOMY_SAVER,4670.4,679.33,1868.16,1273.74,3821.23,8491.63
BOM,DEL,NS3,2026-09-08,2026-09-05,ECONOMY_FLEX,6359.67,925.04,2543.87,1734.45,5203.36,11563.03
BOM,DEL,NS3,2026-09-08,2026-09-05,PREMIUM_ECONOMY,9948.34,1447.03,3979.34,2713.18,8139.55,18087.89
BOM,DEL,NS3,2026-09-08,2026-09-05,BUSINESS,18026.5,2622.04,7210.6,4916.31,14748.95,32775.45
BOM,DEL,NS3,2026-09-11,2026-09-05,ECONOMY_SAVER,4267.65,620.75,1707.06,1163.9,3491.71,7759.36
BOM,DEL,NS3,2026-09-11,2026-09-05,ECONOMY_FLEX,5923.24,861.56,2369.3,1615.43,4846.29,10769.53
BOM,DEL,NS3,2026-09-11,2026-09-05,PREMIUM_ECONOMY,9176.54,1334.77,3670.61,2502.69,7508.07,16684.61
BOM,DEL,NS3,2026-09-11,2026-09-05,BUSINESS,17521.45,2548.57,7008.58,4778.58,14335.73,31857.18
BOM,DEL,NS3,2026-09-19,2026-09-05,ECONOMY_SAVER,3475.39,505.51,1390.16,947.84,2843.51,6318.9
BOM,DEL,NS3,2026-09-19,2026-09-05,ECONOMY_FLEX,4694.24,682.8,1877.7,1280.24,3840.74,8534.98
BOM,DEL,NS3,2026-09-19,2026-09-05,PREMIUM_ECONOMY,7791.01,1133.24,3116.4,2124.82,6374.46,14165.47
BOM,DEL,NS3,2026-09-19,2026-09-05,BUSINESS,12670.12,1842.93,5068.05,3455.48,10366.46,23036.58
BOM,DEL,NS3,2026-09-22,2026-09-05,ECONOMY_SAVER,3365.37,489.51,1346.15,917.82,2753.48,6118.85
BOM,DEL,NS3,2026-09-22,2026-09-05,ECONOMY_FLEX,4614.03,671.13,1845.61,1258.38,3775.12,8389.15
BOM,DEL,NS3,2026-09-22,2026-09-05,PREMIUM_ECONOMY,7463.82,1085.65,2985.53,2035.59,6106.77,13570.59
BOM,DEL,NS3,2026-09-22,2026-09-05,BUSINESS,12469.0,1813.67,4987.6,3400.64,10201.91,22670.91
BOM,DEL,NS3,2026-10-27,2026-09-05,ECONOMY_SAVER,3105.77,451.75,1242.31,847.02,2541.08,5646.85
BOM,DEL,NS3,2026-10-27,2026-09-05,ECONOMY_FLEX,4410.07,641.46,1764.03,1202.74,3608.23,8018.3
BOM,DEL,NS3,2026-10-27,2026-09-05,PREMIUM_ECONOMY,6652.21,967.59,2660.88,1814.25,5442.72,12094.93
BOM,DEL,CE9,2026-09-07,2026-09-05,ECONOMY_SAVER,3538.19,514.65,1415.28,964.95,2894.88,6433.07
BOM,DEL,CE9,2026-09-07,2026-09-05,ECONOMY_FLEX,4992.31,726.15,1996.92,1361.54,4084.61,9076.92
BOM,DEL,CE9,2026-09-07,2026-09-05,PREMIUM_ECONOMY,8012.39,1165.44,3204.96,2185.2,6555.6,14567.99
BOM,DEL,CE9,2026-09-09,2026-09-05,ECONOMY_SAVER,3357.86,488.42,1343.14,915.78,2747.34,6105.2
BOM,DEL,CE9,2026-09-09,2026-09-05,ECONOMY_FLEX,4621.56,672.23,1848.62,1260.43,3781.28,8402.84
BOM,DEL,CE9,2026-09-09,2026-09-05,PREMIUM_ECONOMY,6918.33,1006.3,2767.33,1886.82,5660.45,12578.78
BOM,DEL,CE9,2026-09-09,2026-09-05,BUSINESS,13403.29,1949.57,5361.32,3655.44,10966.33,24369.62
BOM,DEL,CE9,2026-09-18,2026-09-05,ECONOMY_SAVER,3048.47,443.41,1219.39,831.4,2494.2,5542.67
BOM,DEL,CE9,2026-09-18,2026-09-05,ECONOMY_FLEX,3840.73,558.65,1536.29,1047.48,3142.42,6983.15
BOM,DEL,CE9,2026-09-27,2026-09-05,ECONOMY_SAVER,2455.3,357.14,982.12,669.63,2008.89,4464.19
BOM,DEL,CE9,2026-09-27,2026-09-05,ECONOMY_FLEX,3659.82,532.34,1463.93,998.13,2994.4,6654.22
BOM,DEL,CE9,2026-09-27,2026-09-05,PREMIUM_ECONOMY,5325.31,774.59,2130.12,1452.36,4357.07,9682.38
